x,y,title,tokens,word,poem_title,author,period,link
0.016562106,0.017553523,"farewell. cease, cease, ye murd '**ring** winds, to move a wave; but if with","farewell . cease , cease , ye mu ##rd ' ring winds , to move a wave ; but if with",ring,"Glide soft, ye Silver Floods",William Browne,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-browne/glide-soft-ye-silver-floods-36472
0.016640672,0.029291522,"with the horror of the sight, she turns her **head**, and wings her flight; and trembling vows,","with the horror of the sight , she turns her head , and wings her flight ; and trembling vows ,",head,The Lady's Looking-Glass,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/ladys-looking-glass-2995
0.019203294,0.019253366,"; when the big lip, and wat 'ry **eye** tell me, the rising storm is nigh:","; when the big lip , and wat ' ry eye tell me , the rising storm is ni ##gh :",eye,The Lady's Looking-Glass,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/ladys-looking-glass-2995
0.021125615,-0.011272186,"this powerful might, with insufficiency my **heart** to sway? to make me give the lie to","this powerful might , with ins ##uf ##fi ##ciency my heart to sway ? to make me give the lie to",heart,The Sonnets CL - O! from what power hast thou this powerful might,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-cl-o-from-what-power-hast-thou-this-powerful-might-8302
0.020605236,-0.020969968,"out them, to keep a poor, yet loving **heart**. say too, she would have this; she","out them , to keep a poor , yet loving heart . say too , she would have this ; she",heart,The Tear Sent To Her From Staines,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/tear-sent-to-her-from-staines-18679
0.019582607,0.015924131,"cruel fair; she cast not back a pitying **eye**; but left her lover in despair, to sigh","cruel fair ; she cast not back a pity ##ing eye ; but left her lover in despair , to sigh",eye,"A Song To A Fair Young Lady, Going Out Of Town In The Spring",John Dryden,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-dryden/song-to-a-fair-young-lady-going-out-of-town-in-the-spring-14658
0.020195343,-0.0068063517,"; since naked sense can conquer reason armed; since **heart**, in chilling fear, with ice is warmed;","; since naked sense can conquer reason armed ; since heart , in chilling fear , with ice is warmed ;",heart,Sonnets,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/sonnets-31826
0.018044911,0.017631248,"a flood of tears; and whilst my hart and **eye** enuy each others praise, my dying lookes","a flood of tears ; and whilst my hart and eye en ##uy each others praise , my dying look ##es",eye,Amour 33,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/amour-33-14470
0.017187009,0.02962591,"lear'd his eyes: besides, his **head** is bald next, his wild ears, like leather","##lea ##r ' d his eyes : besides , his head is bald next , his wild ears , like leather",head,Upon Blanch,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/upon-blanch-19329
0.017255723,0.028809913,"spread, flutter to fly, and bear away his **head**. give unto all, lest he, whom thou","spread , flutter to fly , and bear away his head . give unto all , lest he , whom thou",head,Alms,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/alms-19649
0.020283062,-0.016555045,". how false, how hollow she's in **heart**: and how she is her own least part:",". how false , how hollow she ' s in heart : and how she is her own least part :",heart,Not To Love,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/not-to-love-18752
0.021020113,-0.019826625,"i am glad, yea glad withall my **heart**, that thus so cleanly, i my self","i am glad , ye ##a glad with ##all my heart , that thus so clean ##ly , i my self",heart,Sonnet 61,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/sonnet-61-14543
0.021252444,-0.012120557,"god lying once asleep, laid by his side his **heart**-inflaming brand, whilst many ny","god lying once asleep , laid by his side his heart - in ##fl ##ami ##ng brand , whilst many ny",heart,The Sonnets CLIV - The little Love-god lying once asleep,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-cliv-the-little-love-god-lying-once-asleep-8306
0.02091718,-0.013756002,", at the least, so long as brain and **heart** have faculty by nature to subsist; till",", at the least , so long as brain and heart have faculty by nature to sub ##sis ##t ; till",heart,"The Sonnets CXXII - Thy gift, thy tables, are within my brain",William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-cxxii-thy-gift-thy-tables-are-within-my-brain-8274
0.0212421,-0.012696169,since thou hast been so slack to wound her **heart** whose eyes have wounded me and suffered her to glory,since thou has ##t been so slack to wound her heart whose eyes have wounded me and suffered her to glory,heart,Sonnets: Idea XXXVI Cupid Conjured,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/sonnets-idea-xxxvi-cupid-conjured-14409
0.020846507,-0.009937701,"under pity's fair disguise, will thy melting **heart** surprise. nets of passion's finest thread,","under pity ' s fair disguise , will thy melting heart surprise . nets of passion ' s finest thread ,",heart,Song - Good Counsel To A Young Maid,Thomas Carew,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/thomas-carew/song-good-counsel-to-a-young-maid-12100
0.018357152,0.027958097,"for dread, and sullen clouds bound up his **head**. no; lay thy stately terrors by","for dread , and sul ##len clouds bound up his head . no ; lay thy state ##ly terror ##s by",head,To God,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/to-god-19734
0.019172728,0.013531564,"sigh shall ever wound my breast; love from mine **eye** a tear shall never wring; nor in ""","sigh shall ever wound my breast ; love from mine eye a tear shall never wr ##ing ; nor in """,eye,To The Reader Of These Sonnets,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/to-the-reader-of-these-sonnets-14373
0.020983877,-0.014229252,"hath thee in his mouth, not in his **heart**: he who asks alms in that so sacred","hat ##h thee in his mouth , not in his heart : he who asks al ##ms in that so sacred",heart,His Petition,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/his-petition-19693
0.020631881,-0.016075188,"and left her father reconciled: never but with a **heart** like heavy lead could i have watched her go,","and left her father reconciled : never but with a heart like heavy lead could i have watched her go ,",heart,Lament IV,Jan Kochanowski,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/jan-kochanowski/lament-iv-21872
0.020856192,-0.020816809,", without such grievous sorrow in my **heart**, of which earth holdeth not the counterpart.",", without such gr ##ie ##vo ##us sorrow in my heart , of which earth hold ##eth not the counterpart .",heart,Lament IV,Jan Kochanowski,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/jan-kochanowski/lament-iv-21872
0.017454475,0.02866247,"if hairs be wires, black wires grow on her **head**. i have seen roses damask'd,","if hairs be wires , black wires grow on her head . i have seen roses dam ##ask ' d ,",head,The Sonnets CXXX - My mistress' eyes are nothing like the sun,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-cxxx-my-mistress-eyes-are-nothing-like-the-sun-8282
0.019228166,0.025878511,"orient when the gracious light lifts up his burning **head**, each under eye doth homage to his new","orient when the gr ##acious light lifts up his burning head , each under eye dot ##h homage to his new",head,The Sonnets VII - Lo! in the orient when the gracious light,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-vii-lo-in-the-orient-when-the-gracious-light-8159
0.018234089,0.02024318,"acious light lifts up his burning head, each under **eye** doth homage to his new-appearing sight,","##acious light lifts up his burning head , each under eye dot ##h homage to his new - appearing sight ,",eye,The Sonnets VII - Lo! in the orient when the gracious light,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-vii-lo-in-the-orient-when-the-gracious-light-8159
0.016842747,0.017182717,"shalt see, give a wave-off '**ring** unto thee. glasco had none, but","sha ##lt see , give a wave - off ' ring unto thee . g ##las ##co had none , but",ring,Upon Glasco. Epig,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/upon-glasco-epig-19333
0.01803535,0.023160897,"my slow life! bend deeper on me, threatening **head**, proud by my downfall, remembering, pitying","my slow life ! bend deeper on me , threatening head , proud by my downfall , remembering , pity ##ing",head,A Prayer,Ben Jonson,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/ben-jonson/prayer-2474
0.018485876,0.017876266,"as far as i through art or nature cast my **eye**, this axiom clearly i discern, that","as far as i through art or nature cast my eye , this ax ##iom clearly i disc ##ern , that",eye,"Alma; or, The Progress of the Mind. In Three Cantos. - Canto III",Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/alma-or-the-progress-of-the-mind-in-three-cantos-canto-iii-2887
0.017775176,0.022333385,"none but brings his stick of cinnamon, his eager **eye** or smoother smile, and lays it gently on","none but brings his stick of cinnamon , his eager eye or smooth ##er smile , and lays it gently on",eye,"A Carol Presented To Dr. Williams, Bishop Of Lincoln As A New-Year's Gift",Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/carol-presented-to-dr-williams-bishop-of-lincoln-as-a-new-years-gift-19684
0.019148674,0.024103109,through all our cities spread of yet another mitred **head** by ruthless fate to death consign'd,through all our cities spread of yet another mit ##red head by ruthless fate to death con ##si ##gn ' d,head,On the Death of the Bishop of Ely.1 - Anno Aetates 17,John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/on-the-death-of-the-bishop-of-ely-anno-aetates-17-8401
0.019165147,0.012769282,"farewel sweet babe, the pleasure of mine **eye**, farewel fair flower that for a space","fare ##we ##l sweet babe , the pleasure of mine eye , fare ##we ##l fair flower that for a space",eye,"In Memory Of My Dear Grand-Child Elizabeth Bradstreet, Who Deceased August, 1665, Being A Year And Half Old",Anne Bradstreet,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/anne-bradstreet/in-memory-of-my-dear-grand-child-elizabeth-bradstreet-who-deceased-august-1665-being-a-year-and-half-9475
0.01770803,0.014279773,"princes wait the chief whose voice should rule, whose **arm** should lead, and in kind murmurs chide that","princes wait the chief whose voice should rule , whose arm should lead , and in kind murmurs chi ##de that",arm,"An Ode - Presented To The King, On His Majesty's Arrival In Holland, After The Queen's Death",Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/an-ode-presented-to-the-king-on-his-majestys-arrival-in-holland-after-the-queens-death-2943
0.019910369,0.016138418,"and scarcely greet me with that sun, thine **eye**, when love, converted from the thing it was","and scarcely greet me with that sun , thin ##e eye , when love , converted from the thing it was",eye,"The Sonnets XLIX - Against that time, if ever that time come",William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-xlix-against-that-time-if-ever-that-time-come-8201
0.01777804,0.020294977,d to be look'd on by an inferior **eye**; or did contemn to wait upon a,d to be look ' d on by an inferior eye ; or did con ##tem ##n to wait upon a,eye,The Marigold,George Wither,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/george-wither/marigold-36457
0.020830994,-0.018460028,"say, is it in thee, when i a **heart** had one, [ won ] to take away that","say , is it in thee , when i a heart had one , [ won ] to take away that",heart,To Oenone,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/to-oenone-2385
0.020720694,-0.017850045,"had one, [ won ] to take away that **heart** from me, and to retain thy own? for","had one , [ won ] to take away that heart from me , and to retain thy own ? for",heart,To Oenone,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/to-oenone-2385
0.020732673,-0.019096274,"me kindly thine, or give me back my **heart**. covet not both; but if thou dos","me kindly thin ##e , or give me back my heart . cove ##t not both ; but if thou dos",heart,To Oenone,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/to-oenone-2385
0.021126136,-0.014896503,"let duller fools on whom kind chance some easy **heart** has thrown, despairing higher to advance, be","let dull ##er fools on whom kind chance some easy heart has thrown , despair ##ing higher to advance , be",heart,Against Constancy,John Wilmot,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-wilmot/against-constancy-2839
0.021022882,-0.020186728,"thee a thousand errors note; but 'tis my **heart** that loves what they despise, who,","thee a thousand errors note ; but ' tis my heart that loves what they des ##pis ##e , who ,",heart,The Sonnets CXLI - In faith I do not love thee with mine eyes,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-cxli-in-faith-i-do-not-love-thee-with-mine-eyes-8293
0.020429911,-0.01579518,"my five senses can dissuade one foolish **heart** from serving thee, who leaves unsway '","my five senses can di ##ss ##ua ##de one foolish heart from serving thee , who leaves un ##sw ##ay '",heart,The Sonnets CXLI - In faith I do not love thee with mine eyes,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-cxli-in-faith-i-do-not-love-thee-with-mine-eyes-8293
0.020318497,-0.01562815,"'d the likeness of a man, thy proud **heart**'s slave and vassal wretch to be","' d the likeness of a man , thy proud heart ' s slave and vassal wr ##et ##ch to be",heart,The Sonnets CXLI - In faith I do not love thee with mine eyes,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-cxli-in-faith-i-do-not-love-thee-with-mine-eyes-8293
0.018820146,0.019160703,"thou speak'st, look with a lowly **eye**: grace is increased by humility. here she","thou speak ' st , look with a low ##ly eye : grace is increased by hum ##ility . here she",eye,Humility,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/humility-19545
0.017104387,0.008684836,"too much. virgins come, and in a **ring** her supremest requiem sing; then depart, but","too much . virgin ##s come , and in a ring her supreme ##st requiem sing ; then depart , but",ring,Upon A Maid,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/upon-a-maid-2407
0.02092955,-0.011719909,"woods are still, thou with fresh hope the lovers **heart** dost fill, while the jolly hours lead on","woods are still , thou with fresh hope the lovers heart dos ##t fill , while the jolly hours lead on",heart,Sonnets. I,John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/sonnets-i-8335
0.018823776,0.0172351,"itious may, thy liquid notes that close the **eye** of day, first heard before the shallow cucco","##iti ##ous may , thy liquid notes that close the eye of day , first heard before the shallow cu ##cco",eye,Sonnets. I,John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/sonnets-i-8335
0.01964716,0.016212963,the least regret. if the quick spirits in your **eye** now languish and anon must die;,the least regret . if the quick spirits in your eye now lang ##uis ##h and an ##on must die ;,eye,"A Song To A Fair Young Lady, Going Out Of Town In The Spring",John Dryden,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-dryden/song-to-a-fair-young-lady-going-out-of-town-in-the-spring-14658
0.012427683,0.0155287655,"repido, costante, de pensieri leggiadro, accorto, e buono","##re ##pid ##o , costa ##nte , de pens ##ieri leg ##gia ##dro , acc ##ort ##o , e bu ##ono",leg,Sonnets. VI,John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/sonnets-vi-8341
0.012608118,0.011893554,"e scocca il tuono, s 'arma di se, e d 'intero dia","e sc ##oc ##ca il tu ##ono , s ' arm ##a di se , e d ' inter ##o dia",arm,Sonnets. VI,John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/sonnets-vi-8341
0.021565855,-0.01757579,"torments it deserves to try that tears my fixed **heart** from my love. when, wearied with a","torment ##s it deserves to try that tears my fixed heart from my love . when , wear ##ied with a",heart,Absent Of Thee I Languish Still,John Wilmot,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-wilmot/absent-of-thee-i-languish-still-2822
0.02056938,-0.013348613,"wandering from that heaven, i fall on some base **heart** unblest, faithless to thee, false","wandering from that heaven , i fall on some base heart un ##bles ##t , faith ##less to thee , false",heart,Absent Of Thee I Languish Still,John Wilmot,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-wilmot/absent-of-thee-i-languish-still-2822
0.014506983,0.026877461,paules churchyard at the signe of the bishops **head**. 1591. * * * * * to,paul ##es churchyard at the sign ##e of the bishops head . 159 ##1 . * * * * * to,head,The Teares Of The Muses,Edmund Spenser,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/edmund-spenser/teares-of-the-muses-32229
0.020956522,-0.018584166,"e onward blessed me to her, where i my **heart**, safe-left, shall meet; my muse","##e onward blessed me to her , where i my heart , safe - left , shall meet ; my muse",heart,Astrophel and Stella - Sonnet LXXXIV,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/astrophel-and-stella-sonnet-lxxxiv-31915
0.018125638,0.020174706,"stormy shower doth darken sol's bright **eye**, makes us remember the pinching north-west","stormy shower dot ##h dark ##en sol ' s bright eye , makes us remember the pinch ##ing north - west",eye,The Four Seasons Of The Year,Anne Bradstreet,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/anne-bradstreet/four-seasons-of-the-year-9462
0.021376546,-0.013907713,"'d by my desire, it may set her **heart** a-fire. those sweet kisses thou shalt","' d by my desire , it may set her heart a - fire . those sweet kisses thou sha ##lt",heart,A Prayer To The Wind,Thomas Carew,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/thomas-carew/prayer-to-the-wind-12075
0.020775476,-0.011035662,"mine. those eyes that hold the hand of every **heart**, that hand that holds the **heart** of every eye","mine . those eyes that hold the hand of every heart , that hand that holds the heart of every eye",heart,The Passionate Shepherd,Nicholas Breton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/nicholas-breton/passionate-shepherd-36444
0.020673081,-0.008249674,"hand of every **heart**, that hand that holds the **heart** of every eye, that wit that goes beyond all","hand of every heart , that hand that holds the heart of every eye , that wit that goes beyond all",heart,The Passionate Shepherd,Nicholas Breton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/nicholas-breton/passionate-shepherd-36444
0.019188905,0.014085696,"heart, that hand that holds the heart of every **eye**, that wit that goes beyond all nature's","heart , that hand that holds the heart of every eye , that wit that goes beyond all nature ' s",eye,The Passionate Shepherd,Nicholas Breton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/nicholas-breton/passionate-shepherd-36444
0.018802047,0.017518163,"too deep for wisdom to descry; that **eye**, that hand, that wit, that heavenly sense","too deep for wisdom to des ##cr ##y ; that eye , that hand , that wit , that heavenly sense",eye,The Passionate Shepherd,Nicholas Breton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/nicholas-breton/passionate-shepherd-36444
0.021175858,-0.0124737825,excellence. o eyes that pierce into the purest **heart**! o hands that hold the highest thoughts in th,excellence . o eyes that pierce into the pure ##st heart ! o hands that hold the highest thoughts in th,heart,The Passionate Shepherd,Nicholas Breton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/nicholas-breton/passionate-shepherd-36444
0.016037837,0.013056716,"she stood, the wanton air dangled the **ringlets** of her hair. her legs were such diana","she stood , the want ##on air dan ##gled the ring ##lets of her hair . her legs were such diana",ring,The Vision,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/vision-18690
0.016427303,0.013101779,love. charles and i say it wond '**ring** thou must know that i who once assum ',love . charles and i say it won ##d ' ring thou must know that i who once ass ##um ',ring,Translations of the Italian Poems IV To Charles Diodati,John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/translations-of-the-italian-poems-iv-to-charles-diodati-8417
0.020535402,-0.010738256,"locks, or damask cheek; more rare the **heart**-felt beauties of my foreign fair; a","locks , or dam ##ask cheek ; more rare the heart - felt beau ##ties of my foreign fair ; a",heart,Translations of the Italian Poems IV To Charles Diodati,John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/translations-of-the-italian-poems-iv-to-charles-diodati-8417
0.014413098,0.01926504,", and from her sphere draw down the lab '**ring** moon, with such fire-darting eyes, that",", and from her sphere draw down the lab ' ring moon , with such fire - darting eyes , that",ring,Translations of the Italian Poems IV To Charles Diodati,John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/translations-of-the-italian-poems-iv-to-charles-diodati-8417
0.020784693,-0.011971995,"that, being shot like lightning in, wounds the **heart**, but not the skin. at his sight,","that , being shot like lightning in , wounds the heart , but not the skin . at his sight ,",heart,Venus' Runaway,Ben Jonson,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/ben-jonson/venus-runaway-2526
0.020424653,-0.011774346,"lip to lip, over liver, lights, and **heart**, but not stay in any part; but if","lip to lip , over liver , lights , and heart , but not stay in any part ; but if",heart,Venus' Runaway,Ben Jonson,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/ben-jonson/venus-runaway-2526
0.017336246,0.025585763,"'s shafts; where, if he have any **head** more sharp than other, with that first he strikes","' s shafts ; where , if he have any head more sharp than other , with that first he strikes",head,Venus' Runaway,Ben Jonson,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/ben-jonson/venus-runaway-2526
0.02089956,-0.017329978,"; his words, though sweet, seldom with his **heart** do meet. all his practice is deceit;","; his words , though sweet , seldom with his heart do meet . all his practice is dec ##eit ;",heart,Venus' Runaway,Ben Jonson,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/ben-jonson/venus-runaway-2526
0.015599584,0.016096698,"seek for names; but call forth thund ` **ring** aeschylus, euripides, and so","seek for names ; but call forth th ##und ` ring ae ##sch ##ylus , eu ##rip ##ides , and so",ring,"To The Memory Of My Beloved, The Author, Mr. William Shakespeare, And What He Hath Left Us",Ben Jonson,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/ben-jonson/to-the-memory-of-my-beloved-the-author-mr-william-shakespeare-and-what-he-hath-left-us-2530
0.018107295,0.021759672,"stoop, mount, pass by to take her **eye**, then glare like to a dreadful comet in the","st ##oop , mount , pass by to take her eye , then glare like to a dreadful comet in the",eye,The Bubble: A Song,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/bubble-a-song-2283
0.018777428,0.019362452,", and break thyself in shivers on her **eye**! a gentle shepherd, born in arcady,",", and break thy ##sel ##f in shivers on her eye ! a gentle shepherd , born in arc ##ady ,",eye,Visions - Sonnet - 4,William Browne,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-browne/visions-sonnet-4-36490
0.02139712,-0.013132938,"o jealousy, that art the canker of the **heart**; and mak'st all hell where thou","o jealousy , that art the can ##ker of the heart ; and ma ##k ' st all hell where thou",heart,To Jealousy,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/to-jealousy-18871
0.020570384,-0.013347114,"come, little wretch! ah! silly **heart**, mine only joy, what can i more?","come , little wr ##et ##ch ! ah ! silly heart , mine only joy , what can i more ?",heart,A Sweet Lullaby,Nicholas Breton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/nicholas-breton/sweet-lullaby-36446
0.020973401,-0.010482905,by love she purchased blame. then will his gentle **heart** soon yield: i know him of a noble mind,by love she purchased blame . then will his gentle heart soon yield : i know him of a noble mind,heart,A Sweet Lullaby,Nicholas Breton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/nicholas-breton/sweet-lullaby-36446
0.020781232,-0.015185452,", whose strength's abundance weakens his own **heart**; so i, for fear of trust, forget",", whose strength ' s abundance weaken ##s his own heart ; so i , for fear of trust , forget",heart,The Sonnets XXIII - As an unperfect actor on the stage,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-xxiii-as-an-unperfect-actor-on-the-stage-8175
0.020968514,-0.016873375,"that part which should convey my soul up to her **heart**, in liquid raptures i dissolve all o '","that part which should convey my soul up to her heart , in liquid rap ##tures i dissolve all o '",heart,The Imperfect Enjoyment,John Wilmot,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-wilmot/imperfect-enjoyment-2832
0.020488108,-0.017754624,"art that it through every c * nt reached every **heart**, stiffly resolved, 'twould carelessly invade","art that it through every c * nt reached every heart , stiffly resolved , ' two ##uld careless ##ly invade",heart,The Imperfect Enjoyment,John Wilmot,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-wilmot/imperfect-enjoyment-2832
0.02140585,-0.01856598,what care i how fair she be. should my **heart** be grieved or pined 'cause i,what care i how fair she be . should my heart be gr ##ie ##ved or pine ##d ' cause i,heart,Song,George Wither,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/george-wither/song-36452
0.01867407,0.021562014,"let him compare it to her heauenly **eye**, the sun-beames to the lustre","let him compare it to her he ##au ##en ##ly eye , the sun - beam ##es to the lust ##re",eye,Amour 48,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/amour-48-14485
0.015623701,0.014155948,"ranny, against him did declare. and, **arm**'d with truth, impeach'd","##ran ##ny , against him did declare . and , arm ' d with truth , imp ##ea ##ch ' d",arm,The Viceroy. A Ballad,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/viceroy-a-ballad-2964
0.019525254,0.011583145,", the late dead dear, o! may no **eye** distil a tear for you once lost,",", the late dead dear , o ! may no eye di ##sti ##l a tear for you once lost ,",eye,Upon The Death Of His Sparrow. An Elegy,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/upon-the-death-of-his-sparrow-an-elegy-18754
0.02163179,-0.018878635,"and for this dead which under lies wept out her **heart**, as well as eyes. but, endless peace","and for this dead which under lies wept out her heart , as well as eyes . but , endless peace",heart,Upon The Death Of His Sparrow. An Elegy,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/upon-the-death-of-his-sparrow-an-elegy-18754
0.018447543,0.017315356,"thus mine **eyes**, a debtor to thine **eye**, who by extortion gaineth all they","thus mine eyes , a debt ##or to thin ##e eye , who by ex ##tort ##ion gain ##eth all they",eye,"A Paraneaticall Or Advice Verse To His Friend, Mr John Wicks",Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/paraneaticall-or-advice-verse-to-his-friend-mr-john-wicks-2159
0.016101396,0.017490163,"reeds, and osiers whisp '**ring** play plain fishermen, no greater men them call,","reed ##s , and os ##iers w ##his ##p ' ring play plain fishermen , no greater men them call ,",ring,Paradise Regained - The Second Book,John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/paradise-regained-the-second-book-8323
0.015318135,0.015892318,"like a god, dealt to the wond '**ring** crowd. scorning the little vanity of fame","like a god , dealt to the won ##d ' ring crowd . sc ##orn ##ing the little vanity of fame",ring,On the Death of the late Earl of Rochester,Aphra Behn,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/aphra-behn/on-the-death-of-the-late-earl-of-rochester-1595
0.020328656,-0.022013437,"sweet, thy part less is here than in my **heart**. ring out your bells, let mourning shows be","sweet , thy part less is here than in my heart . ring out your bells , let mourning shows be",heart,Dirge,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/dirge-31809
0.012857532,0.01150968,"thy part less is here than in my heart. **ring** out your bells, let mourning shows be spread,","thy part less is here than in my heart . ring out your bells , let mourning shows be spread ,",ring,Dirge,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/dirge-31809
0.02038691,-0.013393316,"his tomb ordaineth my mistress 'marble **heart**; which epitaph containeth, ""her","his tomb or ##dai ##net ##h my mistress ' marble heart ; which ep ##ita ##ph contain ##eth , "" her",heart,Dirge,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/dirge-31809
